Time(s)	Conductance(uS)
20.003000	14.301700
20.103000	14.429500
20.203000	14.686100
20.303000	14.429500
20.403000	14.686100
20.503000	14.814800
20.603000	14.686100
20.703000	14.814800
20.803000	15.073100
20.903000	14.943800
21.003000	15.073100
21.103000	15.202700
21.203000	15.073100
21.303000	15.202700
21.403000	15.073100
21.503000	15.073100
21.603000	15.202700
21.703000	15.073100
21.803000	15.202700
21.903000	15.202700
22.003000	15.202700
22.103000	15.202700
22.203000	15.202700
22.303000	14.174100
22.403000	15.202700
22.503000	15.073100
22.603000	15.073100
22.703000	15.073100
22.803000	15.073100
22.903000	15.073100
23.003000	15.073100
23.103000	14.943800
23.203000	15.073100
23.303000	15.073100
23.403000	15.073100
23.503000	15.073100
23.603000	15.073100
23.703000	15.073100
23.803000	14.943800
23.903000	15.073100
24.003000	15.073100
24.103000	15.073100
24.203000	15.073100
24.303000	14.814800
24.403000	15.073100
24.503000	14.686100
24.603000	14.943800
24.703000	14.686100
24.803000	14.301700
24.903000	14.686100
25.003000	14.174100
25.103000	13.919800
25.203000	14.174100
25.303000	13.919800
25.403000	13.666700
25.503000	13.793100
25.603000	13.666700
25.703000	13.540500
25.803000	13.666700
25.903000	13.540500
26.003000	13.414600
26.103000	13.540500
26.203000	13.540500
26.303000	13.414600
26.403000	13.414600
26.503000	13.414600
26.603000	13.289000
26.703000	13.289000
26.803000	13.289000
26.903000	13.289000
27.003000	13.289000
27.103000	13.289000
27.203000	13.289000
27.303000	13.289000
27.403000	13.289000
27.503000	13.289000
27.603000	13.289000
27.703000	13.289000
27.803000	13.289000
27.903000	13.289000
28.003000	13.289000
28.103000	13.289000
28.203000	13.289000
28.303000	13.289000
28.403000	13.289000
28.503000	13.289000
28.603000	13.289000
28.703000	13.289000
28.803000	13.289000
28.903000	13.289000
29.003000	13.289000
29.103000	13.289000
29.203000	13.289000
29.303000	13.289000
29.403000	13.414600
29.503000	13.414600
29.603000	13.289000
29.703000	13.414600
29.803000	13.666700
29.903000	13.540500
30.003000	13.666700
30.103000	13.793100
30.203000	13.666700
30.303000	13.919800
30.403000	14.046800
30.503000	13.919800
30.603000	14.174100
30.703000	14.301700
30.803000	14.046800
30.903000	14.174100
31.003000	14.174100
31.103000	14.174100
31.203000	14.301700
31.303000	14.301700
31.403000	14.301700
31.503000	14.429500
31.603000	14.301700
31.703000	14.429500
31.803000	14.557700
31.903000	14.429500
32.003000	14.557700
32.103000	14.557700
32.203000	14.557700
32.303000	14.557700
32.403000	14.557700
32.503000	14.557700
32.603000	14.557700
32.703000	14.557700
32.803000	14.557700
32.903000	14.557700
33.003000	14.557700
33.103000	14.557700
33.203000	14.557700
33.303000	14.557700
33.403000	14.429500
33.503000	14.557700
33.603000	14.557700
33.703000	14.557700
33.803000	14.557700
33.903000	14.557700
34.003000	14.557700
34.103000	14.557700
34.203000	14.557700
34.303000	14.557700
34.403000	14.557700
34.503000	14.429500
34.603000	14.686100
34.703000	14.686100
34.803000	14.557700
34.903000	14.557700
35.003000	14.174100
35.103000	14.557700
35.203000	14.174100
35.303000	13.793100
35.403000	14.046800
35.503000	13.666700
35.603000	13.414600
35.703000	13.666700
35.803000	13.414600
35.903000	13.289000
36.003000	13.414600
36.103000	13.163700
36.203000	13.038700
36.303000	13.289000
36.403000	13.038700
36.503000	13.038700
36.603000	13.038700
36.703000	12.913900
36.803000	12.913900
36.903000	12.913900
37.003000	12.913900
37.103000	12.913900
37.203000	12.913900
37.303000	12.913900
37.403000	12.913900
37.503000	12.913900
37.603000	12.913900
37.703000	12.913900
37.803000	12.913900
37.903000	12.913900
38.003000	12.913900
38.103000	12.913900
38.203000	12.913900
38.303000	12.913900
38.403000	12.913900
38.503000	12.789400
38.603000	12.913900
38.703000	12.913900
38.803000	12.789400
38.903000	12.789400
39.003000	12.789400
39.103000	12.913900
39.203000	12.789400
39.303000	12.913900
39.403000	12.913900
39.503000	12.913900
39.603000	12.913900
39.703000	12.913900
39.803000	12.913900
39.903000	12.913900
40.003000	12.913900
40.103000	12.913900
40.203000	12.913900
40.303000	13.038700
40.403000	12.913900
40.503000	13.163700
40.603000	12.913900
40.703000	13.163700
40.803000	13.289000
40.903000	13.038700
41.003000	13.289000
41.103000	13.414600
41.203000	13.289000
41.303000	13.540500
41.403000	13.666700
41.503000	13.540500
41.603000	13.666700
41.703000	13.919800
41.803000	13.793100
41.903000	13.919800
42.003000	14.046800
42.103000	13.919800
42.203000	14.046800
42.303000	14.174100
42.403000	13.919800
42.503000	14.046800
42.603000	14.174100
42.703000	14.046800
42.803000	14.174100
42.903000	14.174100
43.003000	14.174100
43.103000	14.174100
43.203000	14.174100
43.303000	14.174100
43.403000	14.174100
43.503000	14.174100
43.603000	14.174100
43.703000	14.174100
43.803000	14.174100
43.903000	14.174100
44.003000	14.174100
44.103000	14.174100
44.203000	14.174100
44.303000	14.174100
44.403000	14.174100
44.503000	14.046800
44.603000	14.046800
44.703000	14.174100
44.803000	14.046800
44.903000	14.046800
45.003000	14.174100
45.103000	14.046800
45.203000	14.174100
45.303000	14.046800
45.403000	14.174100
45.503000	14.046800
45.603000	14.174100
45.703000	14.046800
45.803000	14.046800
45.903000	14.174100
46.003000	13.919800
46.103000	13.540500
46.203000	14.046800
46.303000	13.540500
46.403000	13.163700
46.503000	13.666700
46.603000	13.163700
46.703000	13.038700
46.803000	12.789400
46.903000	13.038700
47.003000	8.714100
47.103000	12.789400
47.203000	12.417600
47.303000	12.541300
47.403000	12.665200
47.503000	12.541300
47.603000	10.954400
47.703000	11.559400
47.803000	11.316600
47.903000	11.437900
48.003000	11.559400
48.103000	11.559400
48.203000	11.803300
48.303000	11.925600
48.403000	10.356000
48.503000	12.171100
48.603000	12.294200
48.703000	12.294200
48.803000	12.417600
48.903000	12.417600
49.003000	12.294200
49.103000	12.294200
49.203000	10.714300
49.303000	9.763900
49.403000	8.483600
49.503000	10.714300
49.603000	10.954400
49.703000	10.954400
49.803000	11.074900
49.903000	11.559400
50.003000	11.559400
50.103000	11.559400
50.203000	11.559400
50.303000	11.559400
50.403000	11.559400
50.503000	11.559400
50.603000	11.803300
50.703000	12.417600
50.803000	12.541300
50.903000	12.665200
51.003000	12.665200
51.103000	12.541300
51.203000	12.665200
51.303000	12.665200
51.403000	11.803300
51.503000	12.417600
51.603000	12.294200
51.703000	12.171100
51.803000	12.171100
51.903000	12.171100
52.003000	12.048200
52.103000	12.171100
52.203000	12.294200
52.303000	12.171100
52.403000	12.417600
52.503000	12.541300
52.603000	12.417600
52.703000	12.541300
52.803000	12.665200
52.903000	12.541300
53.003000	12.789400
53.103000	12.913900
53.203000	12.789400
53.303000	12.913900
53.403000	12.665200
53.503000	12.913900
53.603000	13.163700
53.703000	10.714300
53.803000	13.793100
53.903000	13.919800
54.003000	12.913900
54.103000	13.038700
54.203000	12.417600
54.303000	12.541300
54.403000	12.541300
54.503000	14.429500
54.603000	12.541300
54.703000	13.540500
54.803000	13.289000
54.903000	12.171100
55.003000	12.171100
55.103000	12.417600
55.203000	12.913900
55.303000	13.540500
55.403000	13.414600
55.503000	13.919800
55.603000	13.919800
55.703000	13.919800
55.803000	13.919800
55.903000	13.540500
56.003000	13.919800
56.103000	13.919800
56.203000	14.046800
56.303000	12.171100
56.403000	10.475200
56.503000	13.163700
56.603000	10.954400
56.703000	14.046800
56.803000	14.046800
56.903000	14.046800
57.003000	14.046800
57.103000	14.046800
57.203000	14.046800
57.303000	14.046800
57.403000	14.046800
57.503000	14.046800
57.603000	14.046800
57.703000	14.174100
57.803000	14.046800
57.903000	14.174100
58.003000	14.174100
58.103000	14.174100
58.203000	14.301700
58.303000	14.301700
58.403000	14.429500
58.503000	14.429500
58.603000	13.540500
58.703000	14.046800
58.803000	13.919800
58.903000	13.540500
59.003000	14.046800
59.103000	13.666700
59.203000	13.289000
59.303000	13.666700
59.403000	13.414600
59.503000	13.289000
59.603000	13.163700
59.703000	12.541300
59.803000	13.414600
59.903000	13.289000
60.003000	13.163700
60.103000	13.414600
60.203000	13.289000
60.303000	13.163700
60.403000	13.163700
60.503000	13.289000
60.603000	9.294900
60.703000	12.913900
60.803000	13.414600
60.903000	13.414600
61.003000	13.414600
61.103000	13.289000
61.203000	13.289000
61.303000	13.414600
61.403000	13.289000
61.503000	13.289000
61.603000	13.414600
61.703000	13.289000
61.803000	13.289000
61.903000	13.289000
62.003000	13.289000
62.103000	13.289000
62.203000	12.913900
62.303000	12.913900
62.403000	13.163700
62.503000	13.289000
62.603000	13.289000
62.703000	13.289000
62.803000	13.289000
62.903000	13.163700
63.003000	13.289000
63.103000	13.289000
63.203000	13.163700
63.303000	13.163700
63.403000	13.163700
63.503000	13.163700
63.603000	13.163700
63.703000	13.163700
63.803000	13.163700
63.903000	13.289000
64.003000	13.414600
64.103000	13.414600
64.203000	13.414600
64.303000	13.414600
64.403000	13.414600
64.503000	13.038700
64.603000	13.163700
64.703000	13.038700
64.803000	12.048200
64.903000	13.289000
65.003000	13.289000
65.103000	13.289000
65.203000	13.289000
65.303000	12.913900
65.403000	13.289000
65.503000	13.289000
65.603000	13.414600
65.703000	13.289000
65.803000	13.414600
65.903000	13.414600
66.003000	13.414600
66.103000	13.540500
66.203000	13.540500
66.303000	9.411800
66.403000	11.195700
66.503000	14.046800
66.603000	14.429500
66.703000	6.341000
66.803000	14.046800
66.903000	14.046800
67.003000	2.300000
67.103000	0.000000
67.203000	4.923100
67.303000	14.046800
67.403000	13.540500
67.503000	13.414600
67.603000	13.414600
67.703000	13.163700
67.803000	13.289000
67.903000	14.046800
68.003000	14.046800
68.103000	9.646300
68.203000	10.237100
68.303000	0.195900
68.403000	9.061800
68.503000	14.046800
68.603000	14.814800
68.703000	12.294200
68.803000	14.943800
68.903000	14.557700
69.003000	12.541300
69.103000	14.686100
69.203000	14.429500
69.303000	14.557700
69.403000	14.046800
69.503000	14.429500
69.603000	14.429500
69.703000	14.429500
69.803000	14.429500
69.903000	14.557700
70.003000	14.429500
70.103000	14.557700
70.203000	14.686100
70.303000	14.557700
70.403000	14.686100
70.503000	14.686100
70.603000	14.557700
70.703000	14.429500
70.803000	14.046800
70.903000	12.417600
71.003000	11.803300
71.103000	11.803300
71.203000	11.925600
71.303000	12.417600
71.403000	12.665200
71.503000	12.789400
71.603000	12.789400
71.703000	12.913900
71.803000	12.913900
71.903000	13.038700
72.003000	13.038700
72.103000	13.038700
72.203000	13.163700
72.303000	13.163700
72.403000	13.289000
72.503000	13.289000
72.603000	13.289000
72.703000	13.414600
72.803000	13.414600
72.903000	13.414600
73.003000	14.046800
73.103000	14.301700
73.203000	14.429500
73.303000	15.073100
73.403000	13.540500
73.503000	15.593200
73.603000	14.686100
73.703000	15.724000
73.803000	15.202700
73.903000	15.462800
74.003000	15.462800
74.103000	15.462800
74.203000	15.332600
74.303000	14.943800
74.403000	14.429500
74.503000	14.174100
74.603000	14.429500
74.703000	14.557700
74.803000	14.557700
74.903000	14.429500
75.003000	14.557700
75.103000	14.557700
75.203000	14.557700
75.303000	14.686100
75.403000	14.814800
75.503000	14.943800
75.603000	14.943800
75.703000	15.073100
75.803000	15.202700
75.903000	15.202700
76.003000	15.332600
76.103000	15.332600
76.203000	15.462800
76.303000	15.593200
76.403000	15.724000
76.503000	15.724000
76.603000	15.855000
76.703000	15.855000
76.803000	15.855000
76.903000	15.986400
77.003000	15.986400
77.103000	16.118000
77.203000	16.118000
77.303000	16.118000
77.403000	16.118000
77.503000	15.986400
77.603000	16.118000
77.703000	16.118000
77.803000	15.855000
77.903000	16.118000
78.003000	15.986400
78.103000	15.724000
78.203000	15.986400
78.303000	15.855000
78.403000	15.593200
78.503000	15.986400
78.603000	15.724000
78.703000	15.332600
78.803000	15.855000
78.903000	15.462800
79.003000	15.855000
79.103000	15.593200
79.203000	15.332600
79.303000	15.855000
79.403000	15.593200
79.503000	15.332600
79.603000	15.724000
79.703000	15.462800
79.803000	15.202700
79.903000	15.724000
80.003000	15.462800
80.103000	15.202700
80.203000	15.593200
80.303000	15.202700
80.403000	15.462800
80.503000	16.118000
80.603000	15.986400
80.703000	15.855000
80.803000	15.986400
80.903000	15.855000
81.003000	13.540500
81.103000	15.332600
81.203000	15.462800
81.303000	14.943800
81.403000	15.593200
81.503000	15.593200
81.603000	15.202700
81.703000	15.593200
81.803000	15.462800
81.903000	15.332600
82.003000	15.462800
82.103000	15.332600
82.203000	15.462800
82.303000	15.332600
82.403000	15.202700
82.503000	15.332600
82.603000	15.202700
82.703000	15.202700
82.803000	15.202700
82.903000	15.202700
83.003000	15.202700
83.103000	15.202700
83.203000	15.202700
83.303000	15.073100
83.403000	15.202700
83.503000	15.073100
83.603000	15.073100
83.703000	15.073100
83.803000	15.073100
83.903000	15.073100
84.003000	15.073100
84.103000	15.073100
84.203000	14.943800
84.303000	15.073100
84.403000	15.073100
84.503000	10.834200
84.603000	15.855000
84.703000	7.797700
84.803000	15.855000
84.903000	15.724000
85.003000	15.724000
85.103000	15.593200
85.203000	15.593200
85.303000	15.593200
85.403000	15.593200
85.503000	15.593200
85.603000	15.593200
85.703000	15.593200
85.803000	15.593200
85.903000	15.462800
86.003000	15.462800
86.103000	15.462800
86.203000	15.462800
86.303000	15.202700
86.403000	15.462800
86.503000	13.666700
86.603000	15.332600
